Fecha ,Lote ,Origen,Variedad,Proceso,Beneficio ,Peso en Verde,Merma ,Peso en Tostado ,Perfil ,Temp. De inicio y final,Tiempo de tueste,Observaciones ,Tostador
11-3-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,15,16.67,12.5,Espresso,175°/195°,8:47,,LFQ 
15-3-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,84,16.67,70,Filtrado ,170°/191°,8:10,,LFQ 
15-3-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,84,16.67,70,Espresso,175°/195°,8:49,,LFQ 
15-3-23,12-100223,Salento ,Pink Bourbon,Honey ,Honey ,50,15.00,42.5,Filtrado ,175°/192°,8:47,,LFQ 
15-3-23,02-241122,Jerico,Dos mil ,Natural ,Natural ,9,16.67,7.5,Filtrado,170°/190°,8:02,,LFQ 
17-3-23,02-241122,Jerico,Dos mil ,Natural ,Natural ,6,16.67,5,Filtrado,175°/190°,8:12,,LFQ 
17-3-23,08-241122,Jerico,Gesha ,Honey ,Honey ,6,16.67,5,Filtrado,175°/190°,8:47,,LFQ 
17-3-23,05-241122,Jerico,Dos mil ,Tradicional,Lavado ,6,16.67,5,Filtrado,175°/192°,8:01,,LFQ 
17-3-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,30,16.67,25,Filtrado,175°/195°,8:32,,LFQ 
23-03-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,21,16.67,17.5,Filtrado ,170°/191°,8:10,,LFQ 
23-03-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,4.4,18.18,3.6,Espresso,175°/195°,8:21,,LFQ 
23-03-23,12-100223,Salento ,Pink Bourbon,Honey ,Honey ,1.6,18.75,1.3,Filtrado ,175°/192°,6:54,,LFQ 
28-3-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,158,17.72,130,Espresso ,175°/195°,8:32,,LFQ 
28-3-23,02-241122,Jerico,Dos mil ,Natural ,Natural ,48,16.67,40,Filtrado ,175°/190°,8:02,,LFQ 
29-3-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,6,16.67,5,Filtrado ,175°/191°,8:12,,LFQ 
29-3-23,11-010223,Herrera ,Wush Wush ,Natural ,Natural ,2.1,19.05,1.7,Filtrado ,175°/190°,8:15,,LFQ 
3-4-23,03-010223,Jerico,Dos mil ,Tradicional,Descafeinado,2.1,19.05,1.7,Filtrado ,170°/191°,6:54,,LFQ 
3-4-23,11-010223,Herrera ,Wush Wush ,Natural ,Natural ,1.8,27.78,1.3,Filtrado ,170°/190°,8:32,,LFQ 
3-4-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,63,16.67,52.5,Filtrado ,175°/191°,8:02,,LFQ 
3-4-23,02-241122,Jerico,Dos mil ,Natural ,Natural ,6,16.67,5,Filtrado ,175°/192°,8:21,,LFQ 
3-4-23,08-241122,Jerico,Gesha ,Honey ,Honey ,6,16.67,5,Filtrado ,175°/191°,8:11,,LFQ 
3-4-23,07-010223,Jerico,Dos mil ,Tradicional,Lavado ,1.2,16.67,1,Filtrado ,170°/191°,7:13,,LFQ 
7-4-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,156,16.67,130,Espresso ,170°/195°,8:54,,LFQ 
14-4-23,09-140423,Ciudad Bolivar ,Tabi ,Natural ,Natural ,35,14.29,30,Filtrado ,170°/191°,8:12,,LFQ
18-4-23,11-140423,Herrera ,Wush Wush ,Natural ,Natural ,4,15.00,3.4,Filtrado ,170°/190°,8:32,,LFQ 
20-4-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,9,16.67,7.5,Filtrado ,175°/191°,8:02,,LFQ 
20-4-23,02-241122,Jerico,Dos mil ,Natural ,Natural ,6,16.67,5,Filtrado ,175°/192°,8:21,,LFQ 
20-4-23,08-240423,Jerico,Gesha ,Honey ,Honey ,6,16.67,5,Filtrado ,175°/191°,8:11,,LFQ 
20-4-23,07-010223,Jerico,Dos mil ,Tradicional,Lavado ,6,16.67,5,Filtrado ,170°/191°,7:13,,LFQ 
21-4-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,12,16.67,10,Espresso ,170°/195°,8:54,,LFQ 
21-4-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,42,16.67,35,Filtrado ,175°/191°,8:05,,LFQ 
24-4-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,110,18.18,90,Espresso ,170°/195°,8:54,,LFQ 
24-4-23,09-140423,Ciudad Bolivar ,Tabi ,Natural ,Natural ,24,16.67,20,Filtrado ,170°/191°,8:12,,LFQ
9-5-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,52,18.27,42.5,Filtrado ,175°/192°,8:05,,LFQ 
9-5-23,02-200423,Jerico,Dos mil ,Natural ,Natural ,6,16.67,5,Filtrado ,175°/192°,8:21,,LFQ 
9-5-23,08-240423,Jerico,Gesha ,Honey ,Honey ,6,16.67,5,Filtrado ,175°/191°,8:11,,LFQ 
9-5-23,07-010223,Jerico,Dos mil ,Tradicional,Lavado ,6,16.67,5,Filtrado ,170°/191°,7:45,,LFQ 
15-5-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,195,17.95,160,Espresso ,170°/195°,8:54,,LFQ 
15-5-23,09-140423,Ciudad Bolivar ,Tabi ,Natural ,Natural ,35,14.29,30,Filtrado ,170°/191°,8:12,,LFQ
17-5-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,45,16.67,37.5,Filtrado ,175°/192°,8:05,,LFQ 
18-5-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,12,16.67,10,Filtrado ,175°/191°,8:14,,LFQ 
18-5-23,02-200423,Jerico,Dos mil ,Natural ,Natural ,3,16.67,2.5,Filtrado ,175°/190°,8:02,,LFQ 
18-5-23,08-240423,Jerico,Gesha ,Honey ,Honey ,3,16.67,2.5,Filtrado ,175°/191°,8:01,,LFQ 
18-5-23,11-140423,Herrera ,Wush Wush ,Natural ,Natural ,2,15.00,1.7,Filtrado ,170°/190°,7:45,,LFQ 
23-5-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,15,16.67,12.5,Filtrado ,175°/191°,8:14,,LFQ 
23-5-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,8,18.75,6.5,Espresso,175°/195°,8:21,,LFQ 
23-5-23,08-240423,Jerico,Gesha ,Honey ,Honey ,2.38,15.97,2,Filtrado ,175°/191°,8:01,,LFQ 
27-5-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,33,16.67,27.5,Filtrado ,175°/191°,8:17,,LFQ 
27-5-23,02-200423,Jerico,Dos mil ,Natural ,Natural ,6,16.67,5,Filtrado ,175°/190°,8:21,,LFQ 
27-5-23,07-010223,Jerico,Dos mil ,Tradicional,Lavado ,6,16.67,5,Filtrado ,170°/191°,7:58,,LFQ 
27-5-23,13-250523,Planadas ,Pink Bourbon,Natural ,Natural ,1,20.00,0.8,Filtrado ,170°/189°,5:18,,LFQ
29-5-23,03-010223,Jerico,Dos mil ,Tradicional,Descafeinado,2.1,19.05,1.7,Filtrado ,170°/191°,6:54,,LFQ 
31-5-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,86,18.60,70,Filtrado ,175°/191°,8:14,,LFQ 
31-5-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,103,22.33,80,Espresso,175°/195°,8:21,,LFQ 
31-5-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,74,18.92,60,Filtrado ,175°/191°,8:14,,LFQ 
1-6-23,13-250523,Planadas ,Pink Bourbon,Natural ,Natural ,2,16.00,1.68,Filtrado ,170°/189°,5:18,,LFQ
1-6-23,03-010223,Jerico,Dos mil ,Tradicional,Descafeinado,1.2,16.67,1,Filtrado ,170°/191°,6:54,,LFQ 
1-6-23,08-240423,Jerico,Gesha ,Honey ,Honey ,9,16.67,7.5,Filtrado ,175°/191°,8:01,,LFQ 
1-6-23,02-200423,Jerico,Dos mil ,Natural ,Natural ,6,16.67,5,Filtrado ,175°/190°,8:21,,LFQ 
4-6-23,11-140423,Herrera ,Wush Wush ,Natural ,Natural ,2,15.00,1.7,Filtrado ,170°/190°,7:45,,LFQ 
17-6-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,3,16.67,2.5,Filtrado ,175°/192°,8:41,,LFQ 
17-6-23,02-200423,Jerico,Dos mil ,Natural ,Natural ,6,16.67,5,Filtrado ,175°/192°,8:12,,LFQ 
17-6-23,08-240423,Jerico,Gesha ,Honey ,Honey ,6,16.67,5,Filtrado ,170°/191°,8:26,,LFQ 
17-6-23,07-010223,Jerico,Dos mil ,Tradicional,Lavado ,6,16.67,5,Filtrado ,170°/191°,7:45,,LFQ 
21-6-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,21,16.67,17.5,Filtrado ,175°/192°,8:41,,LFQ 
21-6-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,124,19.35,100,Espresso,175°/192°,8:41,,LFQ 
21-6-23,09-140423,Ciudad Bolivar ,Tabi ,Natural ,Natural ,60,16.67,50,Filtrado ,170°/191°,8:12,,LFQ
22-6-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,42,16.67,35,Filtrado ,175°/192°,8:45,,LFQ 
22-6-23,02-200423,Jerico,Dos mil ,Natural ,Natural ,3,16.67,2.5,Filtrado ,175°/192°,8:15,,LFQ 
22-6-23,08-240423,Jerico,Gesha ,Honey ,Honey ,6,16.67,5,Filtrado ,170°/191°,8:29,,LFQ 
22-6-23,05-240123,Jerico,Dos mil ,Tradicional,Lavado ,15,16.67,12.5,Espresso,175°/192°,8:48,,LFQ 
30-6-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,12,16.67,10,Filtrado ,175°/190°,8:40,,LFQ 
1-7-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,30,16.67,25,Filtrado ,175°/191°,8:35,,LFQ 
4-7-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,12,16.67,10,Espresso,175°/195°,8:35,,LFQ 
4-7-23,08-040723,Jerico,Gesha ,Honey ,Honey ,6,16.67,5,Filtrado ,170°/191°,8:26,,LFQ 
4-7-23,07-040723,Jerico,Dos mil ,Tradicional,Lavado ,6,16.67,5,Filtrado ,175°/190°,8:40,,LFQ 
4-7-23,13-250523,Planadas ,Pink Bourbon,Natural ,Natural ,1.2,16.67,1,Filtrado ,170°/189°,5:18,,LFQ
5-7-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,9,16.67,7.5,Filtrado ,170°/191°,8:02,,LFQ 
5-7-23,02-200423,Jerico,Dos mil ,Natural ,Natural ,1.2,16.67,1,Filtrado ,175°/192°,7:14,,LFQ 
5-7-23,08-040723,Jerico,Gesha ,Honey ,Honey ,1.2,16.67,1,Filtrado ,170°/191°,7:03,,LFQ 
5-7-23,07-040723,Jerico,Dos mil ,Tradicional,Lavado ,1.2,16.67,1,Filtrado ,170°/191°,7:02,,LFQ 
6-7-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,33,16.67,27.5,Filtrado ,175°/193°,8:42,,LFQ 
13-7-23,02-200423,Jerico,Dos mil ,Natural ,Natural ,9,16.67,7.5,Filtrado ,175°/192°,7:14,,LFQ 
13-7-23,08-040723,Jerico,Gesha ,Honey ,Honey ,9,16.67,7.5,Filtrado ,170°/191°,7:03,,LFQ 
13-7-23,07-040723,Jerico,Dos mil ,Tradicional,Lavado ,9,16.67,7.5,Filtrado ,170°/191°,7:02,,LFQ 
19-7-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,155,19.35,125,Espresso,175°/195°,8:35,,LFQ 
19-7-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,96,16.67,80,Filtrado ,170°/191°,8:26,,LFQ 
19-7-23,02-200423,Jerico,Dos mil ,Natural ,Natural ,1.2,16.67,1,Filtrado ,175°/192°,7:14,,LFQ 
19-7-23,08-040723,Jerico,Gesha ,Honey ,Honey ,1.2,16.67,1,Filtrado ,170°/191°,7:03,,LFQ 
19-7-23,07-040723,Jerico,Dos mil ,Tradicional,Lavado ,3,16.67,2.5,Filtrado ,170°/191°,7:02,,LFQ 
25-7-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,45,16.67,37.5,Filtrado ,180°/193° ,7:45,,LFQ 
25-7-23,02-200423,Jerico,Dos mil ,Natural ,Natural ,3,16.67,2.5,Filtrado ,175°/191°,8:14,,LFQ 
25-7-23,07-040723,Jerico,Dos mil ,Tradicional,Lavado ,3,16.67,2.5,Filtrado ,175°/190°,8:02,,LFQ 
27-7-23,13-250523,Planadas ,Pink Bourbon,Natural ,Natural ,2.2,22.73,1.7,Filtrado ,170°/189°,7:01,,LFQ 
27-7-23,09-140423,Ciudad Bolivar ,Tabi ,Natural ,Natural ,3,16.67,2.5,Filtrado ,175°/192°,7:45,,LFQ 
28-7-23,11-120723,Herrra ,Wush Wush ,Natural ,Natural ,2.2,22.73,1.7,Filtrado ,170°/189°,7:14,,LFQ 
28-7-23,03-010223,Jerico,Dos mil ,Tradicional,Descafeinado,2.2,22.73,1.7,Filtrado ,175°/190°,7:21,,LFQ 
31-7-23,01-010223,Jerico,Dos mil ,Tradicional,Lavado ,48,16.67,40,Filtrado ,180°/193° ,7:45,,LFQ 
2-8-23,01-020823,Jerico,Dos mil ,Tradicional,Lavado ,200,20.00,160,Espresso,180°/193°,8:54,,LFQ
2-8-23,09-140423,Ciudad Bolivar ,Tabi ,Natural ,Natural ,60,16.67,50,Filtrado ,170°/191°,8:12,,LFQ
5-8-23,01-020823,Jerico,Dos mil ,Tradicional,Lavado ,26.5,16.98,22,Filtrado ,180°/193° ,7:45,,LFQ 
5-8-23,08-040723,Jerico,Gesha ,Honey ,Honey ,6,16.67,5,Filtrado ,170°/191°,7:03,,LFQ 
5-8-23,02-200423,Jerico,Dos mil ,Natural ,Natural ,12,16.67,10,Filtrado ,175°/191°,8:14,,LFQ 
9-8-23,07-040723,Jerico,Dos mil ,Tradicional,Lavado ,3,16.67,2.5,Filtrado ,175°/190°,8:02,,LFQ 
9-8-23,11-120723,Herrra ,Wush Wush ,Natural ,Natural ,1.2,16.67,1,Filtrado ,170°/189°,7:14,,LFQ 
9-8-23,08-040723,Jerico,Gesha ,Honey ,Honey ,1.2,16.67,1,Filtrado ,170°/191°,7:03,,LFQ 
10-8-23,11-120723,Herrra ,Wush Wush ,Natural ,Natural ,2.1,19.05,1.7,Filtrado ,170°/189°,7:14,,LFQ 
10-8-23,01-020823,Jerico,Dos mil ,Tradicional,Lavado ,30,16.67,25,Filtrado ,180°/193° ,7:45,,LFQ 
22-8-23,01-020823,Jerico,Dos mil ,Tradicional,Lavado ,39.5,17.72,32.5,Filtrado ,180°/192°,8:43,,LFQ
22-8-23,11-120723,Herrra ,Wush Wush ,Natural ,Natural ,2.1,19.05,1.7,Filtrado ,170°/189°,7:14,,LFQ 
22-8-23,07-040723,Jerico,Dos mil ,Tradicional,Lavado ,9,16.67,7.5,Filtrado ,175°/190°,8:02,,LFQ 
22-8-23,13-250523,Planadas ,Pink Bourbon,Natural ,Natural ,1.2,16.67,1,Filtrado ,170°/189°,5:18,,LFQ
22-8-23,08-040723,Jerico,Gesha ,Honey ,Honey ,1.2,16.67,1,Filtrado ,170°/191°,7:03,,LFQ 
23-8-23,01-020823,Jerico,Dos mil ,Tradicional,Lavado ,45,16.67,37.5,Filtrado ,180°/192°,8:43,,LFQ
23-8-23,07-040723,Jerico,Dos mil ,Tradicional,Lavado ,6,16.67,5,Filtrado ,175°/190°,8:02,,LFQ 
23-8-23,08-040723,Jerico,Gesha ,Honey ,Honey ,3,16.67,2.5,Filtrado ,170°/191°,7:03,,LFQ 
28-8-23 ,01-020823,Jerico,Dos mil ,Tradicional,Lavado ,21,16.67,17.5,Filtrado ,180°/192°,8:43,,LFQ
28-8-23,09-140423,Ciudad Bolivar ,Tabi ,Natural ,Natural ,60,16.67,50,Filtrado ,170°/191°,8:12,,LFQ
30-8-23,01-020823,Jerico,Dos mil ,Tradicional,Lavado ,24,16.67,20,Filtrado ,175°/192°,8:12,,LFQ
31-8-23,11-120723,Herrra ,Wush Wush ,Natural ,Natural ,2.1,19.05,1.7,Filtrado ,170°/189°,7:14,,LFQ
31-8-23,02-160823 ,Jerico,Dos mil ,Natural ,Natural ,6,16.67,5,Filtrado ,175°/191°,8:14,,LFQ
6-9-23,01-020823,Jerico,Dos mil ,Tradicional,Lavado ,45,16.67,37.5,Filtrado ,175°/192°,8:12,,LFQ
6-9-23,07-040723,Jerico,Dos mil ,Tradicional,Lavado ,6,16.67,5,Filtrado ,175°/190°,8:02,,LFQ
6-9-23,08-080923,Jerico,Gesha ,Honey ,Honey ,15,20.00,12,Filtrado ,170°/191°,7:03,,LFQ
9-9-23,15-080923,Aipe ,Maragogipe ,Lavado ,Lavado ,18,16.67,15,Filtrado ,175°/192°,8:12,,LFQ
9-9-23,08-080923,Jerico,Gesha ,Honey ,Honey ,24,16.67,20,Filtrado ,170°/191°,8:23,,LFQ
9-9-23,09-140423,Ciudad Bolivar ,Tabi ,Natural ,Natural ,24,16.67,20,Filtrado ,170°/191°,8:12,,LFQ
12-9-23,15-080923,Aipe ,Maragogipe ,Lavado ,Lavado ,6,16.67,5,Filtrado ,175°/192°,8:12,,LFQ
12-9-23,03-010223,Jerico,Dos mil ,Tradicional,Descafeinado,3,16.67,2.5,Filtrado ,170°/191°,6:54,,LFQ 
12-9-23,11-120723,Herrra ,Wush Wush ,Natural ,Natural ,6,16.67,5,Filtrado ,170°/189°,7:14,,LFQ
12-9-23,14-080923,Jerico,Dos mil ,Lavado ,Lavado ,12,16.67,10,Filtrado ,170°/189°,8:25,,LFQ
12-9-23,16-080923,Jerico,Gesha ,Natural ,Natural ,6,16.67,5,Espresso,170°/191°,8:23,,LFQ
12-9-23,01-020823,Jerico,Dos mil ,Tradicional,Lavado ,110,18.18,90,Filtrado ,175°/192°,8:12,,LFQ
12-9-23,15-080923,Aipe ,Maragogipe ,Lavado ,Lavado ,1.2,16.67,1,Filtrado ,175°/192°,8:12,,LFQ
12-9-23,11-120723,Herrra ,Wush Wush ,Natural ,Natural ,1.2,16.67,1,Filtrado ,170°/189°,7:14,,LFQ
12-9-23,14-080923,Jerico,Dos mil ,Lavado ,Lavado ,1.2,16.67,1,Filtrado ,170°/189°,8:25,,LFQ
12-9-23,08-080923,Jerico,Gesha ,Honey ,Honey ,1.2,16.67,1,Filtrado ,170°/191°,7:03,,LFQ
21-9-23,01-020823,Jerico,Dos mil ,Tradicional,Lavado ,84.5,17.16,70,Filtrado ,175°/192°,8:12,,LFQ
21-9-23,15-080923,Aipe ,Maragogipe ,Lavado ,Lavado ,3,16.67,2.5,Filtrado ,175°/192°,8:12,,LFQ
21-9-23 ,11-120723,Herrra ,Wush Wush ,Natural ,Natural ,3,16.67,2.5,Filtrado ,170°/189°,7:14,,LFQ
25-9-23,01-020823,Jerico,Dos mil ,Tradicional,Lavado ,24,16.67,20,Filtrado ,175°/192°,8:12,,LFQ
2-10-23,01-020823,Jerico,Dos mil ,Tradicional,Lavado ,69,17.39,57,Espresso,175°/193°,8:10,,LFQ
6-10-23,15-080923,Aipe ,Maragogipe ,Lavado ,Lavado ,4.1,17.07,3.4,Filtrado ,170°/189°,8:25,,LFQ
6-10-23,11-120723,Herrra ,Wush Wush ,Natural ,Natural ,2.9,17.24,2.4,Filtrado ,170°/191°,7:03,,LFQ
6-10-23,14-080923,Jerico,Dos mil ,Lavado ,Lavado ,2.9,17.24,2.4,Filtrado ,175°/192°,8:12,,LFQ
11-10-23,16-080923,Jerico,Gesha ,Natural ,Natural ,6,16.67,5,Espresso,170°/191°,8:23,,LFQ
11-10-23,01-020823,Jerico,Dos mil ,Tradicional,Lavado ,6,16.67,5,Filtrado ,175°/192°,8:12,,LFQ
11-10-23,15-080923,Aipe ,Maragogipe ,Lavado ,Lavado ,1.2,16.67,1,Filtrado ,170°/189°,7:10,,LFQ
11-10-23,14-080923,Jerico,Dos mil ,Lavado ,Lavado ,1.2,16.67,1,Filtrado ,170°/191°,7:03,,LFQ
19-10-23 ,01-020823,Jerico,Dos mil ,Tradicional,Lavado ,55,18.18,45,Filtrado ,175°/192°,8:12,,LFQ
19-10-23,16-080923,Jerico,Gesha ,Natural ,Natural ,9,16.67,7.5,Espresso,170°/191°,8:23,,LFQ
19-10-23 ,09-140423,Ciudad Bolivar ,Tabi ,Natural ,Natural ,36,16.67,30,Filtrado ,170°/191°,8:12,,LFQ
19-10-23,06-201023,Chaparral ,Pink Bourbon,Lavado ,Lavado ,3,16.67,2.5,Filtrados ,170°/190°,8:10,,LFQ 
25-10-23,01-020823,Jerico,Dos mil ,Tradicional,Lavado ,6,16.67,5,Filtrado ,175°/192°,8:12,,LFQ
25-10-23 ,15-080923,Aipe ,Maragogipe ,Lavado ,Lavado ,6,16.67,5,Filtrado ,170°/189°,8:01,,LFQ
25-10-23 ,14-080923,Jerico,Dos mil ,Lavado ,Lavado ,6,16.67,5,Filtrado ,170°/191°,8:03,,LFQ
25-10-23 ,01-020823,Jerico,Dos mil ,Tradicional,Lavado ,3,16.67,2.5,Espresso,175°/192°,8:23,,LFQ
25-10-23,16-080923,Jerico,Gesha ,Natural ,Natural ,6,16.67,5,Espresso,170°/191°,8:23,,LFQ
25-10-23,08-080923,Jerico,Gesha ,Honey ,Honey ,6,16.67,5,Filtrado ,170°/191°,8:11,,LFQ
26-10-23 ,01-020823,Jerico,Dos mil ,Tradicional,Lavado ,35,14.29,30,Filtrado ,175°/192°,8:21,,LFQ
30-10-23,16-080923,Jerico,Gesha ,Natural ,Natural ,8,18.75,6.5,Espresso,170°/191°,8:23,,LFQ
30-10-23 ,06-201023,Chaparral ,Pink Bourbon,Lavado ,Lavado ,6,50.00,3,Filtrados ,170°/190°,8:10,,LFQ 
30-10-23 ,11-301023,Herrra ,Wush Wush ,Natural ,Natural ,5,16.00,4.2,Filtrado ,170°/191°,7:03,,LFQ
30-10-23,14-080923,Jerico,Dos mil ,Lavado ,Lavado ,6,16.67,5,Filtrado ,170°/191°,8:03,,LFQ
30-10-23,02-301023,Jerico,Dos mil ,Natural ,Natural ,3,16.67,2.5,Filtrado ,175°/191°,8:14,,LFQ
6-11-23,06-201023,Chaparral ,Pink Bourbon,Lavado ,Lavado ,3,16.67,2.5,Filtrados ,170°/190°,8:10,,LFQ 
6-11-23,11-301023,Herrra ,Wush Wush ,Natural ,Natural ,3,16.67,2.5,Filtrado ,170°/191°,7:03,,LFQ
6-11-23,14-080923,Jerico,Dos mil ,Lavado ,Lavado ,6,16.67,5,Filtrado ,170°/191°,8:03,,LFQ
6-11-23,02-301023,Jerico,Dos mil ,Natural ,Natural ,6,16.67,5,Filtrado ,175°/191°,8:14,,LFQ
6-11-23,01-020823,Jerico,Dos mil ,Tradicional,Lavado ,33,16.67,27.5,Filtrado ,175°/192°,8:21,,LFQ
6-11-23,10-201023,Rovira ,Castillo,Tradicional,Lavado ,6,16.67,5,Espresso ,180°/193°,8:12,,LFQ
8-11-23,06-201023,Chaparral ,Pink Bourbon,Lavado ,Lavado ,3,16.67,2.5,Filtrados ,170°/190°,8:12,,LFQ
8-11-23,01-020823,Jerico,Dos mil ,Tradicional,Lavado ,30,16.67,25,Filtrados ,175°/192°,9:01,,LFQ
14-11-23,09-141123 ,Ciudad Bolivar ,Tabi ,Natural ,Natural ,35,14.29,30,Filtrados ,180°/191°,9:10,,LFQ
14-11-23 ,01-141123 ,Jerico,Dos mil ,Tradicional,Lavado ,61,13.93,52.5,Filtrados ,180°/193°,8:58,,LFQ
14-11-23 ,02-301023,Jerico,Dos mil ,Natural ,Natural ,6,16.67,5,Filtrados ,175°/191°,8:14,,LFQ
14-11-23 ,04-201023 ,San Antonio ,Caturra ,Lavado ,Lavado ,6,16.67,5,Filtrados ,170°/189°,8:12,,LFQ
14-11-23,10-201023,Rovira ,Castillo,Tradicional,Lavado ,6,16.67,5,Espresso ,180°/193°,8:12,,LFQ
14-11-23,11-301023,Herrra ,Wush Wush ,Natural ,Natural ,3,16.67,2.5,Filtrado ,170°/191°,7:03,,LFQ
